id,institution_code,program_code,catalog_year,slot_code,title,credits,level,residency_required,sort_order,group_name
5e0e09e4-61fc-5039-b143-a6e23ab49265,COSC,BSCY,2026-2027,NETSEC,Network Security,3,UPPER,false,26,Major
4b18945d-734f-53d9-8f62-8a1b2538e02a,COSC,BSCY,2026-2027,PTEST,Penetration Testing,3,UPPER,true,27,Major
5f46e2dd-4476-552d-87d2-4be3b5d06872,COSC,BSCY,2026-2027,SEC2,Security Operations,3,UPPER,false,28,Major
e4e990cf-b7ab-5ac1-8589-0dd7e13333e5,COSC,BSCY,2026-2027,CAP,Cybersecurity Capstone,3,UPPER,true,29,Major
5c20f78c-fe4f-5b31-b3a4-3bcceafdf578,COSC,BSCY,2026-2027,CELEC1,Cyber Elective I,3,UPPER,false,30,Major
96f9ed93-8b9e-5020-a54c-9a0a89f8d28d,COSC,BSCY,2026-2027,ELEC1,Free Elective I,3,LOWER,false,31,Major
be5598b6-edbb-5cdb-adf4-1688dee54ce8,COSC,BSCY,2026-2027,ELEC2,Free Elective II,3,LOWER,false,32,Major
d786cc45-1617-5089-959e-bb5c402b1c54,COSC,BSCY,2026-2027,ELEC3,Free Elective III,3,LOWER,false,33,Major
8df0e5fb-0d52-5a46-8f60-ce52253e047a,COSC,BSCY,2026-2027,ELEC4,Free Elective IV,3,LOWER,false,34,Major
2b40440e-fa23-5e15-b8ff-141afa1f1f03,COSC,BSGS,2026-2027,ENG1,English Composition I,3,LOWER,false,1,General Education
b38e2eb9-7970-5799-8f80-fee6a25dcb8e,COSC,BSGS,2026-2027,ENG2,English Composition II,3,LOWER,false,2,General Education
5ec9527f-e363-5a41-8f89-9304df09abd8,COSC,BSGS,2026-2027,QR,Quantitative Reasoning / College Algebra,3,LOWER,false,3,General Education
8c7ff613-7f83-5633-b143-2b03756863a3,COSC,BSGS,2026-2027,STAT,Introductory Statistics,3,LOWER,false,4,General Education
727fd4e1-8916-5188-ac45-89ae5028dcfa,COSC,BSGS,2026-2027,NS1,Natural Science with Lab,4,LOWER,false,5,General Education
94c1a5c8-1a24-526c-be6d-aca500dcec4e,COSC,BSGS,2026-2027,NS2,Natural Science,3,LOWER,false,6,General Education
df505231-9a6d-50a3-9c96-2102cc5c3e22,COSC,BSGS,2026-2027,HUM1,Humanities I,3,LOWER,false,7,General Education
b3b5ca93-e96f-5315-b27e-c82bdd2d4a5b,COSC,BSGS,2026-2027,HUM2,Humanities II,3,LOWER,false,8,General Education
b33d48f9-0be8-5640-ac3d-5b94c13b2525,COSC,BSGS,2026-2027,SS1,Social Science I,3,LOWER,false,9,General Education
9521c3ef-63a7-51ad-8699-d56e90349050,COSC,BSGS,2026-2027,SS2,Social Science II,3,LOWER,false,10,General Education
16dedd0f-84ce-597e-9daf-9f1ce857b84b,COSC,BSGS,2026-2027,HIST,History,3,LOWER,false,11,General Education
94e70f5d-2aad-5603-b4fe-14905bb4c677,COSC,BSGS,2026-2027,COMM,Public Speaking / Communication,3,LOWER,false,12,General Education
dce07db9-bcad-51c3-9815-d3baa89ea25a,COSC,BSGS,2026-2027,ETHICS,Ethics,3,LOWER,false,13,General Education
c4f9e5fc-ee33-5f33-909d-cac1f300ef7e,COSC,BSGS,2026-2027,INFO,Information Literacy / Computer Applications,3,LOWER,false,14,General Education
2eb7d5a5-5fa5-5b24-b158-8670d4f2b666,COSC,BSGS,2026-2027,ILP,Degree Design / Information Literacy,3,LOWER,false,15,Major
f913afe3-0697-58cf-b5b5-c048229e5926,COSC,BSGS,2026-2027,LEAD,Leadership / Organizational Behavior,3,UPPER,false,16,Major
c436082b-b576-54db-ad3e-7c6b3610f82f,COSC,BSGS,2026-2027,PROFCOMM,Professional Communication,3,UPPER,false,17,Major
a8b9838f-9bf6-5390-a292-deb0ff043487,COSC,BSGS,2026-2027,DATA,Applied Statistics / Decision Making,3,UPPER,false,18,Major
86b17510-579f-5f0d-b131-7a0342e3b00d,COSC,BSGS,2026-2027,ETH2,Professional Ethics,3,UPPER,false,19,Major
2d99c6a5-af84-58dc-9879-08a264b858cd,COSC,BSGS,2026-2027,RES,Applied Inquiry / Research Methods,3,UPPER,false,20,Major
7ee510ac-4345-5332-bcb8-df5a63d4b383,COSC,BSGS,2026-2027,CONC1,Concentration / Applied Elective I,3,UPPER,false,21,Major
477b04e3-f645-531c-9ca1-2a2f49da4844,COSC,BSGS,2026-2027,CONC2,Concentration / Applied Elective II,3,UPPER,false,22,Major
6655b5b8-0fa3-5ea3-a264-bc8b2d98c528,COSC,BSGS,2026-2027,CONC3,Concentration / Applied Elective III,3,UPPER,false,23,Major
ca794d59-aa3d-5d82-bb8d-f78e7c8c4f1b,COSC,BSGS,2026-2027,CONC4,Concentration / Applied Elective IV,3,UPPER,false,24,Major
d89a2701-c95c-597d-ad3e-2a901eb46fdc,COSC,BSGS,2026-2027,ELEC1,Free Elective I,3,LOWER,false,25,Major
ea8d97be-440b-52da-91e1-cdf66a434c83,COSC,BSGS,2026-2027,ELEC2,Free Elective II,3,LOWER,false,26,Major
32b6d519-8ac0-5a11-975c-0646faf7257f,COSC,BSGS,2026-2027,ELEC3,Free Elective III,3,LOWER,false,27,Major
e318df47-3b22-5394-8d21-5f5520b172e8,COSC,BSGS,2026-2027,ELEC4,Free Elective IV,3,LOWER,false,28,Major
c61f7da7-ee7b-57f3-abd5-4ff518c497a7,COSC,BSGS,2026-2027,ELEC5,Free Elective V,3,LOWER,false,29,Major
5d496643-e65e-5808-9618-3988f2982790,COSC,BSGS,2026-2027,ELEC6,Free Elective VI,3,LOWER,false,30,Major
6b5aea9f-ef5d-5846-b38d-af9b6216389b,COSC,BSGS,2026-2027,CAP,Professional Studies / Liberal Studies Capstone,3,UPPER,true,31,Major
8e1d7e8d-302e-562f-bc32-5f91b3474a0c,SNHU,BSBA,2026-2027,ENG1,English Composition I,3,LOWER,false,1,General Education
4a61476f-064d-5e90-8900-d36b4ee6e112,SNHU,BSBA,2026-2027,ENG2,English Composition II,3,LOWER,false,2,General Education
362f4c5b-25b8-5228-b1fa-3bd2a3b1472a,SNHU,BSBA,2026-2027,QR,Quantitative Reasoning / College Algebra,3,LOWER,false,3,General Education
eeaaa313-33ad-5aab-b36a-2c2a092075ac,SNHU,BSBA,2026-2027,STAT,Introductory Statistics,3,LOWER,false,4,General Education
7a933bb5-70a1-5a93-8552-152bd6c0296e,SNHU,BSBA,2026-2027,NS1,Natural Science with Lab,4,LOWER,false,5,General Education
da4b2bd9-c9ff-5461-bfde-6865380830ac,SNHU,BSBA,2026-2027,NS2,Natural Science,3,LOWER,false,6,General Education
9c03e71a-e943-5463-a20c-cb9c54651044,SNHU,BSBA,2026-2027,HUM1,Humanities I,3,LOWER,false,7,General Education
d51a4e66-4c2f-5985-904d-ba06e8ca4ec6,SNHU,BSBA,2026-2027,HUM2,Humanities II,3,LOWER,false,8,General Education
d8118b79-74a0-56a9-bee4-fdebfd9969a5,SNHU,BSBA,2026-2027,SS1,Social Science I,3,LOWER,false,9,General Education
35e71084-c7e0-58b2-a680-286e6f814761,SNHU,BSBA,2026-2027,SS2,Social Science II,3,LOWER,false,10,General Education
810df877-2b4e-54f2-8189-119ddf87b868,SNHU,BSBA,2026-2027,HIST,History,3,LOWER,false,11,General Education
6a1df9ff-8906-5f93-ad16-9d772f89bd93,SNHU,BSBA,2026-2027,COMM,Public Speaking / Communication,3,LOWER,false,12,General Education
433ba1d6-f73f-5de1-b446-ba7c0d593c39,SNHU,BSBA,2026-2027,ETHICS,Ethics,3,LOWER,false,13,General Education
7ccd57ef-d4b4-5cc2-adb6-d8751cf4bbe6,SNHU,BSBA,2026-2027,INFO,Information Literacy / Computer Applications,3,LOWER,false,14,General Education
835c32df-3e9b-57b2-bc32-768f5e5f1f5b,SNHU,BSBA,2026-2027,BUS101,Introduction to Business,3,LOWER,false,15,Major
2a548f26-fc92-5af4-a553-311b6356e22a,SNHU,BSBA,2026-2027,ACCT1,Financial Accounting,3,LOWER,false,16,Major
3be58e94-9681-54dc-98a8-b208b9c59403,SNHU,BSBA,2026-2027,ACCT2,Managerial Accounting,3,LOWER,false,17,Major
b332ca88-8ee6-5558-84e0-20252d95d406,SNHU,BSBA,2026-2027,MICRO,Microeconomics,3,LOWER,false,18,Major
753d7a9e-c0c6-524a-98a6-a1cafe4840f7,SNHU,BSBA,2026-2027,MACRO,Macroeconomics,3,LOWER,false,19,Major
51dc3aa3-096d-54bb-9e48-1ae03ac2a7a0,SNHU,BSBA,2026-2027,MGT,Principles of Management,3,LOWER,false,20,Major
076f1f01-37f3-5b4a-b123-141ad96b8536,SNHU,BSBA,2026-2027,MKT,Principles of Marketing,3,LOWER,false,21,Major
9fabd5d9-a206-5ea6-8f91-c3301feca0eb,SNHU,BSBA,2026-2027,BLAW,Business Law,3,LOWER,false,22,Major
a6cfeb37-037f-52bd-82cb-7e8641ec3c32,SNHU,BSBA,2026-2027,FIN,Principles of Finance,3,UPPER,false,23,Major
8c049acb-5875-5556-8c92-ff88a9b2ada8,SNHU,BSBA,2026-2027,OB,Organizational Behavior,3,UPPER,false,24,Major
77b9ec99-bbb4-5d90-8b48-fa85a68651fa,SNHU,BSBA,2026-2027,IS,Management Information Systems,3,LOWER,false,25,Major
63cdd766-de07-5360-95bf-faeae335367e,SNHU,BSBA,2026-2027,OPS,Operations Management,3,UPPER,false,26,Major
060032b0-bb50-5eb4-8514-e16d61c0bc35,SNHU,BSBA,2026-2027,HR,Human Resource Management,3,UPPER,false,27,Major
27854507-a115-5b00-936f-3bdc43e7b145,SNHU,BSBA,2026-2027,STRAT,Strategic Management / Capstone,3,UPPER,true,28,Major
ec500379-84ea-52ea-97df-fccd68424aff,SNHU,BSBA,2026-2027,BELEC1,Business Elective I,3,UPPER,false,29,Major
180c2f67-5d05-5258-95a5-067a2a71defc,SNHU,BSBA,2026-2027,BELEC2,Business Elective II,3,UPPER,false,30,Major
c908a327-181e-5655-9ae7-b46a354baa0c,SNHU,BSBA,2026-2027,ELEC1,Free Elective I,3,LOWER,false,31,Major
7f935f7c-74d8-5abc-9be5-276bc64433e5,SNHU,BSBA,2026-2027,ELEC2,Free Elective II,3,LOWER,false,32,Major
faf738b3-fc98-5c6e-91bb-f12c0891b225,SNHU,BSBA,2026-2027,ELEC3,Free Elective III,3,LOWER,false,33,Major
5a1bc2c3-1fc3-5d7d-90e6-c0e36bcfbf38,SNHU,BSBA,2026-2027,ELEC4,Free Elective IV,3,LOWER,false,34,Major
a5120ff3-d630-550f-bbd6-911389481436,SNHU,BSCY,2026-2027,ENG1,English Composition I,3,LOWER,false,1,General Education
eb0487e4-821a-5fdd-9851-acbd814cefc6,SNHU,BSCY,2026-2027,ENG2,English Composition II,3,LOWER,false,2,General Education
895a75da-891a-52ad-9074-156549d9ca91,SNHU,BSCY,2026-2027,QR,Quantitative Reasoning / College Algebra,3,LOWER,false,3,General Education
505c2c72-f58a-52bd-9973-d8cc12bed3bd,SNHU,BSCY,2026-2027,STAT,Introductory Statistics,3,LOWER,false,4,General Education
6592636d-1554-53e8-9b8f-342706fe579b,SNHU,BSCY,2026-2027,NS1,Natural Science with Lab,4,LOWER,false,5,General Education
b23bafad-065f-575e-a74c-938001c0b4e3,SNHU,BSCY,2026-2027,NS2,Natural Science,3,LOWER,false,6,General Education
ff5037e8-6da3-5db1-ac66-f8e474adb3bc,SNHU,BSCY,2026-2027,HUM1,Humanities I,3,LOWER,false,7,General Education
7cb01a79-e6d3-51e4-92a9-7be53273248a,SNHU,BSCY,2026-2027,HUM2,Humanities II,3,LOWER,false,8,General Education
f4d2a41f-5b64-5cf0-8f85-7ef66bbebe1d,SNHU,BSCY,2026-2027,SS1,Social Science I,3,LOWER,false,9,General Education
70898634-9117-5291-b202-d38a82f8c27c,SNHU,BSCY,2026-2027,SS2,Social Science II,3,LOWER,false,10,General Education
1af905ea-c54a-5d55-9171-d0e1813f1a12,SNHU,BSCY,2026-2027,HIST,History,3,LOWER,false,11,General Education
d5673b69-e667-5445-81c2-b8423a49f4a3,SNHU,BSCY,2026-2027,COMM,Public Speaking / Communication,3,LOWER,false,12,General Education
867a5f37-1fe6-5eb7-8d46-98e72e3003ab,SNHU,BSCY,2026-2027,ETHICS,Ethics,3,LOWER,false,13,General Education
fa5fb44f-837e-5b0d-beaf-0b4dd362dedb,SNHU,BSCY,2026-2027,INFO,Information Literacy / Computer Applications,3,LOWER,false,14,General Education
a2bca508-bae6-5db7-94d2-8a6d612fb509,SNHU,BSCY,2026-2027,IT101,Introduction to IT / Computing,3,LOWER,false,15,Major
630ff459-209d-5bfc-9063-a6a320427954,SNHU,BSCY,2026-2027,NET,Networking Fundamentals,3,LOWER,false,16,Major
291f2d46-b44f-5c71-a72f-ac0a4b61bea3,SNHU,BSCY,2026-2027,OS,Operating Systems,3,LOWER,false,17,Major
0bafd32e-ab13-5b9b-ac34-87e040c4ec70,SNHU,BSCY,2026-2027,SEC1,Introduction to Cybersecurity,3,LOWER,false,18,Major
d9d0de99-5725-5684-aa25-47df2ec77653,SNHU,BSCY,2026-2027,PROG,Programming Fundamentals,3,LOWER,false,19,Major
050c5034-c6da-5652-b152-0de2b9065f6b,SNHU,BSCY,2026-2027,DB,Database Fundamentals,3,LOWER,false,20,Major
48d6e093-fca8-55c7-87c6-e0025eb74d69,SNHU,BSCY,2026-2027,WEB,Web Technologies,3,LOWER,false,21,Major
6bf28a81-f3fd-52d2-b081-e7aff147027a,SNHU,BSCY,2026-2027,RISK,Cyber Risk Management,3,UPPER,false,22,Major
167d57a2-0d6e-5afb-97ca-c02ce72e390e,SNHU,BSCY,2026-2027,LAW,Cybersecurity Law and Ethics,3,UPPER,false,23,Major
8e05fc09-c732-58fc-99eb-b7bc62631d5a,SNHU,BSCY,2026-2027,CRYPT,Applied Cryptography,3,UPPER,false,24,Major
d6ef8920-6543-5770-b383-97adb7a6b865,SNHU,BSCY,2026-2027,FOR,Digital Forensics,3,UPPER,false,25,Major
9ab3b33c-2439-5d81-a4d4-031fedaf1221,SNHU,BSCY,2026-2027,NETSEC,Network Security,3,UPPER,false,26,Major
d82fad72-5d1b-59cd-a531-bf0ac7cd6976,SNHU,BSCY,2026-2027,PTEST,Penetration Testing,3,UPPER,true,27,Major
654b254c-7454-5cbf-ba21-68c8c7cdaf79,SNHU,BSCY,2026-2027,SEC2,Security Operations,3,UPPER,false,28,Major
517af711-a6c0-58cb-81f4-6c34e6390cc5,SNHU,BSCY,2026-2027,CAP,Cybersecurity Capstone,3,UPPER,true,29,Major
93c7d1eb-b1ad-50d2-a08f-244f007c0293,SNHU,BSCY,2026-2027,CELEC1,Cyber Elective I,3,UPPER,false,30,Major
0f8a2770-ad80-53e3-ad54-2cab06f67dab,SNHU,BSCY,2026-2027,ELEC1,Free Elective I,3,LOWER,false,31,Major
067b6460-61ea-59f5-884e-7df352337ca6,SNHU,BSCY,2026-2027,ELEC2,Free Elective II,3,LOWER,false,32,Major
6d2e6e58-9db9-59d8-8ecc-61b9b8537e4d,SNHU,BSCY,2026-2027,ELEC3,Free Elective III,3,LOWER,false,33,Major
4b481fed-bca2-50a5-b3f6-bc10bf7869f9,SNHU,BSCY,2026-2027,ELEC4,Free Elective IV,3,LOWER,false,34,Major
1175c21f-adb6-5168-a15a-8cb45c11ed95,SNHU,BAGS,2026-2027,ENG1,English Composition I,3,LOWER,false,1,General Education
7c71ca24-eed3-5d78-ad2f-6f1e9f40cb06,SNHU,BAGS,2026-2027,ENG2,English Composition II,3,LOWER,false,2,General Education
6871566e-0c6e-55c7-9d96-2d348b3792f7,SNHU,BAGS,2026-2027,QR,Quantitative Reasoning / College Algebra,3,LOWER,false,3,General Education
05f571e8-f0f5-525c-85fb-d95a37817b6a,SNHU,BAGS,2026-2027,STAT,Introductory Statistics,3,LOWER,false,4,General Education
3f92638b-6dcb-5b88-b8eb-dc9466f22a0f,SNHU,BAGS,2026-2027,NS1,Natural Science with Lab,4,LOWER,false,5,General Education
dc63dc1e-5cdb-53c5-ac5f-8d80dc9f7d30,SNHU,BAGS,2026-2027,NS2,Natural Science,3,LOWER,false,6,General Education
1d338b72-30e0-5f04-8bf1-f4f9aab64e79,SNHU,BAGS,2026-2027,HUM1,Humanities I,3,LOWER,false,7,General Education
d19cc480-30a6-5e41-92db-ba74910117ac,SNHU,BAGS,2026-2027,HUM2,Humanities II,3,LOWER,false,8,General Education
622565aa-caaa-544c-a1e9-c5282823c96b,SNHU,BAGS,2026-2027,SS1,Social Science I,3,LOWER,false,9,General Education
3c4608cb-3323-5a5e-a4ac-7aad2fe4b160,SNHU,BAGS,2026-2027,SS2,Social Science II,3,LOWER,false,10,General Education
2108b15d-4a0f-59de-81a0-f2c766522d1b,SNHU,BAGS,2026-2027,HIST,History,3,LOWER,false,11,General Education
fe80207c-f2f1-5ca5-9303-7e278fccd372,SNHU,BAGS,2026-2027,COMM,Public Speaking / Communication,3,LOWER,false,12,General Education
0cdf5bdb-4f01-5e2c-8494-03fd3e263824,SNHU,BAGS,2026-2027,ETHICS,Ethics,3,LOWER,false,13,General Education
df5b677a-dac6-503c-915d-eb957186f02c,SNHU,BAGS,2026-2027,INFO,Information Literacy / Computer Applications,3,LOWER,false,14,General Education
04c2059c-e50f-5702-912e-8d78a26790a2,SNHU,BAGS,2026-2027,ILP,Degree Design / Information Literacy,3,LOWER,false,15,Major
7f9c4f21-1009-52b8-ad5e-3283dd3934a0,SNHU,BAGS,2026-2027,LEAD,Leadership / Organizational Behavior,3,UPPER,false,16,Major
1865010a-83b6-54fe-a336-bfb2a398055b,SNHU,BAGS,2026-2027,PROFCOMM,Professional Communication,3,UPPER,false,17,Major
adca7677-6291-5eb5-b324-9493b44d6a6c,SNHU,BAGS,2026-2027,DATA,Applied Statistics / Decision Making,3,UPPER,false,18,Major
9566cf43-7c91-5492-93e8-cef461bd549a,SNHU,BAGS,2026-2027,ETH2,Professional Ethics,3,UPPER,false,19,Major
62fde8ec-f78b-59c8-886e-fab3a64d16c0,SNHU,BAGS,2026-2027,RES,Applied Inquiry / Research Methods,3,UPPER,false,20,Major
a1d26a91-a382-53ab-bc62-eec46d2dc2fe,SNHU,BAGS,2026-2027,CONC1,Concentration / Applied Elective I,3,UPPER,false,21,Major
313a9b23-c31e-5283-b5be-c53c2dbf7e49,SNHU,BAGS,2026-2027,CONC2,Concentration / Applied Elective II,3,UPPER,false,22,Major
8f94fae8-6d67-505a-8040-fe6683fedb27,SNHU,BAGS,2026-2027,CONC3,Concentration / Applied Elective III,3,UPPER,false,23,Major
b0be9fcd-6bae-5ab7-9c62-dbcf88fce454,SNHU,BAGS,2026-2027,CONC4,Concentration / Applied Elective IV,3,UPPER,false,24,Major
c7c04845-4a09-5a60-8e30-ee91fc68288c,SNHU,BAGS,2026-2027,ELEC1,Free Elective I,3,LOWER,false,25,Major
f73d5e3b-4102-5e66-a705-8520295f46ed,SNHU,BAGS,2026-2027,ELEC2,Free Elective II,3,LOWER,false,26,Major
5322f315-8ba4-593b-bc5a-50266da44826,SNHU,BAGS,2026-2027,ELEC3,Free Elective III,3,LOWER,false,27,Major
3d0220d8-cc40-5b3a-a272-8515463f85e0,SNHU,BAGS,2026-2027,ELEC4,Free Elective IV,3,LOWER,false,28,Major
7572c20f-3aa7-5e2a-ac17-6c7ffc824253,SNHU,BAGS,2026-2027,ELEC5,Free Elective V,3,LOWER,false,29,Major
d306fcda-9c56-505b-a67b-f0fb803b52c5,SNHU,BAGS,2026-2027,ELEC6,Free Elective VI,3,LOWER,false,30,Major
2b7cbeee-3911-5218-9235-8a28941f2d8e,SNHU,BAGS,2026-2027,CAP,Professional Studies / Liberal Studies Capstone,3,UPPER,true,31,Major
05032803-d1b7-5637-ad6e-7ede9972518c,UMASS,BBA,2025-2026,ENG1,English Composition I,3,LOWER,false,1,General Education
2bccefcf-6f98-5de8-ab0b-4db8f35cbb50,UMASS,BBA,2025-2026,ENG2,English Composition II,3,LOWER,false,2,General Education
aaf715d0-39f4-5e25-88e5-b16439893ffc,UMASS,BBA,2025-2026,QR,Quantitative Reasoning / College Algebra,3,LOWER,false,3,General Education
26ff2877-062b-59c2-8aba-7a80ff442828,UMASS,BBA,2025-2026,STAT,Introductory Statistics,3,LOWER,false,4,General Education
ac2a8fb1-4b8e-51fa-9d65-8dd731a1b4d4,UMASS,BBA,2025-2026,NS1,Natural Science with Lab,4,LOWER,false,5,General Education
48396b1e-5120-50d6-b01f-e14481797225,UMASS,BBA,2025-2026,NS2,Natural Science,3,LOWER,false,6,General Education
a80382a7-6d69-559a-b9b4-1a22d11d8e35,UMASS,BBA,2025-2026,HUM1,Humanities I,3,LOWER,false,7,General Education
ebc6748b-337f-5538-bd25-2c23ba9630e6,UMASS,BBA,2025-2026,HUM2,Humanities II,3,LOWER,false,8,General Education
c19d59c7-8c87-5776-a3b9-564ec157b75d,UMASS,BBA,2025-2026,SS1,Social Science I,3,LOWER,false,9,General Education
4a855ea6-07f3-50f7-a39c-7394be51b45d,UMASS,BBA,2025-2026,SS2,Social Science II,3,LOWER,false,10,General Education
f4038b7b-c0c3-59e8-a154-e33af88a6643,UMASS,BBA,2025-2026,HIST,History,3,LOWER,false,11,General Education
25ec0d9b-15db-50ba-ab2d-1ae976a9a6fa,UMASS,BBA,2025-2026,COMM,Public Speaking / Communication,3,LOWER,false,12,General Education
e9db6f38-1307-5bd3-9942-6d55b12c7616,UMASS,BBA,2025-2026,ETHICS,Ethics,3,LOWER,false,13,General Education
832d6f4f-9015-5a76-a06b-ecfea699ab79,UMASS,BBA,2025-2026,INFO,Information Literacy / Computer Applications,3,LOWER,false,14,General Education
89d0e60d-9264-5f94-b648-fe7f055da15f,UMASS,BBA,2025-2026,BUS101,Introduction to Business,3,LOWER,false,15,Major
dd895fcf-dee3-530f-8473-2d03195b9513,UMASS,BBA,2025-2026,ACCT1,Financial Accounting,3,LOWER,false,16,Major
13b496c4-4ff3-5074-9978-4f16eb7f3868,UMASS,BBA,2025-2026,ACCT2,Managerial Accounting,3,LOWER,false,17,Major
22c6f96e-12c8-51c6-84cf-83972b0d4cd1,UMASS,BBA,2025-2026,MICRO,Microeconomics,3,LOWER,false,18,Major
65e92c4e-ec83-58b1-887b-2557986b0a08,UMASS,BBA,2025-2026,MACRO,Macroeconomics,3,LOWER,false,19,Major
6bc76c43-546c-5f41-ad46-a13333ae69ef,UMASS,BBA,2025-2026,MGT,Principles of Management,3,LOWER,false,20,Major
473faf23-18d4-5138-ac45-3678b1cc5b00,UMASS,BBA,2025-2026,MKT,Principles of Marketing,3,LOWER,false,21,Major
3a22370e-7496-5907-8b1a-12b7f9fe6eca,UMASS,BBA,2025-2026,BLAW,Business Law,3,LOWER,false,22,Major
c8059ec6-163b-5121-851b-4cafd5a44850,UMASS,BBA,2025-2026,FIN,Principles of Finance,3,UPPER,false,23,Major
acea2e0b-49b0-5d15-91f2-88024ba3261a,UMASS,BBA,2025-2026,OB,Organizational Behavior,3,UPPER,false,24,Major
6aae350b-c394-59a4-9eca-6b7a33dd48aa,UMASS,BBA,2025-2026,IS,Management Information Systems,3,LOWER,false,25,Major
3f61a766-09c6-5344-8296-91389223495d,UMASS,BBA,2025-2026,OPS,Operations Management,3,UPPER,false,26,Major
5a9e50a6-d965-55e8-ba98-2064bfcb1ec8,UMASS,BBA,2025-2026,HR,Human Resource Management,3,UPPER,false,27,Major
708d4cf7-bb84-5021-a695-611f3c8de726,UMASS,BBA,2025-2026,STRAT,Strategic Management / Capstone,3,UPPER,true,28,Major
0bf26e76-c3fc-5e11-8875-dead0a06175b,UMASS,BBA,2025-2026,BELEC1,Business Elective I,3,UPPER,false,29,Major
23ba66b8-a507-5d3a-8a01-63ef2df0c8e9,UMASS,BBA,2025-2026,BELEC2,Business Elective II,3,UPPER,false,30,Major
f47dc87e-8fe0-581a-b8b4-fb0e619d363d,UMASS,BBA,2025-2026,ELEC1,Free Elective I,3,LOWER,false,31,Major
8ea6b185-5ac2-577a-b497-1b8848e34ab7,UMASS,BBA,2025-2026,ELEC2,Free Elective II,3,LOWER,false,32,Major
782ee823-a2e4-5686-b06a-3f0ebbd782e0,UMASS,BBA,2025-2026,ELEC3,Free Elective III,3,LOWER,false,33,Major
f815da10-582e-56f5-907b-714755bed10c,UMASS,BBA,2025-2026,ELEC4,Free Elective IV,3,LOWER,false,34,Major
46c9ef9d-2fb9-5bd8-b777-9b3dff4769c9,UMASS,BSIT,2025-2026,ENG1,English Composition I,3,LOWER,false,1,General Education
6ad65997-0970-55c3-8702-c865139f2f52,UMASS,BSIT,2025-2026,ENG2,English Composition II,3,LOWER,false,2,General Education
14b2f969-51a0-5dff-8382-bef858963931,UMASS,BSIT,2025-2026,QR,Quantitative Reasoning / College Algebra,3,LOWER,false,3,General Education
bee97106-f99c-5712-822e-2ecb354fd469,UMASS,BSIT,2025-2026,STAT,Introductory Statistics,3,LOWER,false,4,General Education
eb06af6a-03a2-57cf-bb52-6bf6fbe172a1,UMASS,BSIT,2025-2026,NS1,Natural Science with Lab,4,LOWER,false,5,General Education
8478391a-96be-570f-80af-d4fd1967eaa9,UMASS,BSIT,2025-2026,NS2,Natural Science,3,LOWER,false,6,General Education
d166cff3-fad6-5033-a26d-9ec39b6b5c99,UMASS,BSIT,2025-2026,HUM1,Humanities I,3,LOWER,false,7,General Education
eb1daf98-d025-5a51-a090-22ae9e324b6e,UMASS,BSIT,2025-2026,HUM2,Humanities II,3,LOWER,false,8,General Education
2af53d40-a0ac-5471-9f49-54eede89f2c6,UMASS,BSIT,2025-2026,SS1,Social Science I,3,LOWER,false,9,General Education
f1c47580-2dd6-5395-ae83-344a35d651c8,UMASS,BSIT,2025-2026,SS2,Social Science II,3,LOWER,false,10,General Education
ce2b7f01-ee3c-5704-9f5a-4bc219ba8dad,UMASS,BSIT,2025-2026,HIST,History,3,LOWER,false,11,General Education
fc05c472-b990-5d5a-9da0-a6ecd50a66ba,UMASS,BSIT,2025-2026,COMM,Public Speaking / Communication,3,LOWER,false,12,General Education
1c4e6a2f-cb02-5f17-8c52-070d2126feac,UMASS,BSIT,2025-2026,ETHICS,Ethics,3,LOWER,false,13,General Education
074afe1d-53c0-55ce-9bdb-b70fe9083d62,UMASS,BSIT,2025-2026,INFO,Information Literacy / Computer Applications,3,LOWER,false,14,General Education
0c3ded27-b077-5c7d-a173-bb4f347faaca,UMASS,BSIT,2025-2026,IT101,Introduction to IT / Computing,3,LOWER,false,15,Major
dbffb0b8-fb4a-5c9e-8ddf-a863f4b3d208,UMASS,BSIT,2025-2026,NET,Networking Fundamentals,3,LOWER,false,16,Major
f75dbdf3-4006-5ca7-8fd8-1c4c7b3a1547,UMASS,BSIT,2025-2026,OS,Operating Systems,3,LOWER,false,17,Major
d5a22447-a074-5ccd-afd4-85ba2cc1003d,UMASS,BSIT,2025-2026,SEC1,Introduction to Cybersecurity,3,LOWER,false,18,Major
53047c3b-fe43-55d3-a687-2dac1d78a09f,UMASS,BSIT,2025-2026,PROG,Programming Fundamentals,3,LOWER,false,19,Major
c052410d-3963-5d0f-b2cd-fdaaa007ffdd,UMASS,BSIT,2025-2026,DB,Database Fundamentals,3,LOWER,false,20,Major
d7164375-b68f-5b09-8bad-35988e58f387,UMASS,BSIT,2025-2026,WEB,Web Technologies,3,LOWER,false,21,Major
d3439395-1807-5262-a495-e2a823d4dca9,UMASS,BSIT,2025-2026,RISK,Cyber Risk Management,3,UPPER,false,22,Major
a80802bb-b6d2-56e7-aa36-8ce7037fe3a5,UMASS,BSIT,2025-2026,LAW,Cybersecurity Law and Ethics,3,UPPER,false,23,Major
8ad741a2-109c-5ffa-95d8-c148cfafb4a5,UMASS,BSIT,2025-2026,CRYPT,Applied Cryptography,3,UPPER,false,24,Major
